0.5
14.284247           14.135375
16.130734           15.979855
23.302870           22.958884
23.302870           22.958884
24.878691           24.614214
36.832988           36.679849
36.832988           36.679849
36.983256           36.752734
45.559563           45.137502
48.640982           48.369685
0.6
12.740700           12.553046
15.440447           15.285775
22.268170           21.915077
22.268170           21.915077
23.260292           22.979111
35.484651           35.246734
35.669732           35.493632
35.669732           35.493632
46.057872           45.592527
48.129038           47.934144
0.7
11.235408           11.007181
14.865149           14.707666
21.399782           21.042224
21.399782           21.042224
21.662272           21.382469
34.023531           33.773199
34.472704           34.276764
34.472704           34.276764
46.841689           46.319144
47.281439           47.157837
0.8
 9.784888            9.518269
14.388089           14.228308
20.197177           19.932101
20.685422           20.327918
20.685422           20.327918
32.523232           32.260574
33.245966           33.035303
33.245966           33.035303
45.733293           45.710101
47.170048           46.585962
0.9
 8.407085            8.108051
14.001265           13.840298
18.937040           18.693491
20.111520           19.758060
20.111520           19.758060
31.000369           30.727521
32.022437           31.801738
32.022437           31.801738
45.179173           44.985834
47.681766           47.158619
1.0
 7.113583            6.789065
13.698703           13.539020
17.886573           17.663858
19.663514           19.317395
19.663514           19.317395
29.499954           29.219351
30.833752           30.607154
30.833752           30.607154
43.427701           43.205279
50.375390           50.197620
1.1
 5.913445            5.570273
13.443883           13.284097
17.017572           16.813469
19.326214           18.990141
19.326214           18.990141
28.043437           27.756251
29.699908           29.470321
29.699908           29.470321
42.376848           42.127972
49.499069           49.336440
1.2
 4.808666            4.452058
13.240541           13.082582
16.296076           16.108379
19.084851           18.761139
19.084851           18.761139
26.654759           26.362515
28.634968           28.405087
28.634968           28.405087
41.814956           41.545719
49.521997           49.322834
1.3
 3.793189            3.425526
13.078277           12.923721
15.694366           15.521093
18.927088           18.617803
18.927088           18.617803
25.346698           25.051578
27.644615           27.416499
27.644615           27.416499
40.779581           40.511050
50.459766           50.216713
1.4
 2.848925            2.466864
12.943823           12.792498
15.184557           15.022887
18.844015           18.550867
18.844015           18.550867
24.118594           23.821799
26.731125           26.506486
26.731125           26.506486
39.620758           39.359496
49.148445           48.934414
1.5
 1.940873            1.528195
12.840398           12.693328
14.753797           14.602063
18.828918           18.553017
18.828918           18.553017
22.977382           22.681302
25.894507           25.674730
25.894507           25.674730
38.109447           37.864016
48.791761           48.577739
1.6
 0.937084            0.383307
12.757755           12.615531
14.389237           14.246219
18.874268           18.615855
18.874268           18.615855
21.923554           21.630686
25.132239           24.917884
25.132239           24.917884
36.489151           36.273873
48.599788           48.380440
1.7
      NaN                 NaN
12.685633           12.548948
14.083196           13.948399
18.969690           18.728130
18.969690           18.728130
20.962595           20.675707
24.443010           24.234555
24.443010           24.234555
36.084135           35.855177
49.147449           48.909475
1.8
      NaN                 NaN
12.609894           12.478694
13.819991           13.691702
19.101462           18.875337
19.101462           18.875337
20.098808           19.819684
23.823989           23.621705
23.823989           23.621705
34.524153           34.344302
48.060111           47.842064
1.9
      NaN                 NaN
12.528131           12.402860
13.599494           13.477143
19.255007           19.042683
19.255007           19.042683
19.350669           19.082402
23.271207           23.075087
23.271207           23.075087
33.810885           33.624037
48.570750           48.344458
2.0
      NaN                 NaN
12.428747           12.308332
13.413444           13.296047
18.730655           18.475313
19.415953           19.215750
19.415953           19.215750
22.780772           22.590772
22.780772           22.590772
32.785879           32.760225
47.820194           47.617205
