0.5 8.409979 9.057853 11.449193 11.817847 13.742741 14.331462 14.682358
0.6 9.076616 8.978646 11.978073 12.172207 13.721740 14.160300 14.666338 
0.7 8.780884 9.542825 12.320512 12.425479 13.252058 13.694558 15.386039 
0.8 8.527413 9.792840 12.282858 12.533671 13.096010 13.307132 15.268152 
0.9 8.246035 9.862351 12.013770 12.531043 12.993625 13.124212 15.039338 
1.0 7.950920 9.796246 11.745941 12.453632 12.740128 13.116952 14.779207 
1.1 7.649422 9.635108 11.505242 12.314092 12.533817 13.035888 14.492180 
1.2 7.344949 9.411521 11.246362 12.096085 12.371708 12.881173 14.185125 
1.3 7.039451 9.149250 10.903491 11.770126 12.261128 12.653239 13.864913 
1.4 6.735956 8.865841 10.421464 11.319395 12.206289 12.385171 13.538619 
1.5 6.436099 8.572433 9.804277 10.755728 12.205498 12.152493 13.211658 
1.6 6.141683 8.276943 9.108856 10.116144 11.981934 12.250599 12.888840
1.7 5.853749 7.984506 8.394915 9.444873 11.850697 12.322436 12.573599
1.8 5.572854 7.698567 7.701720 8.777217 11.732738 12.268463 12.378306
1.9 5.297646 7.039841 7.418915 8.124494 11.602813 11.974090 12.194226
2.0 5.028987 6.415501 7.147352 7.498332 11.374240 11.487739 11.691825 
2.1 4.768119 5.830828 6.902214 6.885612 10.403138 11.127277 11.372748 11.422946
2.2 4.515757 5.281344 6.337179 6.634324 9.555083 10.255956 11.168089 
2.3 4.273135 4.765069 5.805244 6.394375 8.790268 9.501625 10.927975 
2.4 4.041933 4.273458 5.303184 6.166887 8.084011 8.825592 10.703540 
2.5 3.824349 3.798603 4.831108 5.953310 7.431191 8.215985 10.496117 
2.6 3.330230 3.622441 4.388879 5.754645 6.827586 7.667674 10.307256 
2.7 2.848725 3.438017 3.974276 5.570631 6.266164 7.167353 10.138872 
2.8 2.323803 3.274640 3.588652 5.403805 5.752168 6.721293 9.994949 
2.9 1.692075 3.134816 3.232775 5.254581 5.286866 6.326488 9.880461 
3.0 0.644301 2.906143 3.021641 4.872756 5.124346 5.985164 9.803751 
