0.5 8.151589 8.606626 11.191207 11.440021 13.151603 14.342928 14.752416
0.6 8.639936 8.864547 11.721947 11.833306 13.736568 14.091601 14.210242
0.7 8.511805 9.364174 12.029409 12.109030 13.294069 13.718816 14.838309 
0.8 8.297844 9.632813 11.985379 12.219871 13.126473 13.308702 15.036739 
0.9 8.036800 9.707313 11.738306 12.199905 12.976436 13.105622 14.805348 
1.0 7.751485 9.635974 11.473130 12.092299 12.703288 13.060364 14.555923 
1.1 7.454780 9.463248 11.225950 11.922636 12.467256 12.943673 14.287966 
1.2 7.154028 9.224987 10.964821 11.690199 12.255300 12.747103 14.005017 
1.3 6.853554 8.947257 10.634385 11.367181 12.078795 12.468846 13.711769 
1.4 6.556544 8.647955 10.184169 10.925022 11.960894 12.149885 13.413121 
1.5 6.265118 8.338425 9.609507 10.373663 11.873875 11.908373 13.113518 
1.6 5.980894 8.026096 8.959347 9.754996 11.673063 11.910261 12.816924
1.7 5.705124 7.716094 8.293265 9.115250 11.526530 11.947028 12.526880
1.8 5.438550 7.411599 7.651001 8.486360 11.403526 11.980768 12.245974 
1.9 5.181652 7.052909 7.114593 7.884650 11.271358 11.844501 11.976040 
2.0 4.934752 6.506631 6.826273 7.318562 11.083632 11.171685 11.718319 
2.1 4.698103 6.011504 6.547148 6.791024 10.154126 10.954777 11.140864 11.473628
2.2 4.472737 5.570399 6.277778 6.299559 9.336526 10.156850 11.015895 11.243051
2.3 4.258002 5.180904 5.841912 6.018024 8.600673 9.438585 10.904299 11.026198
2.4 4.054184 4.837654 5.409951 5.767984 7.919288 8.791667 10.784710 10.823347
2.5 3.861891 4.530052 4.996121 5.527966 7.280778 8.206406 10.634923 10.634923
2.6 3.683679 4.231623 4.581046 5.298792 6.664172 7.668932 10.462606 
2.7 3.520379 3.872865 4.127584 5.080997 6.044019 7.171816 10.307093 
2.8 3.217280 3.373504 3.538031 4.875662 5.364757 6.702974 10.169709 
