0.5 16.249276 18.823116 27.703428 28.311176 37.966008 39.039149 49.038575 50.550090
0.6 15.148147 18.175419 26.689798 26.961289 36.951823 37.583454 49.334483 49.383158
0.7 14.122542 17.627600 25.430287 25.801715 35.890871 36.216215 47.834419 49.994496
0.8 13.163554 17.166418 23.852906 25.037187 34.780108 34.828802 46.370818 50.118830
0.9 12.262230 16.783969 22.372145 24.390609 33.422985 33.654874 46.188922 50.441326
1.0 11.409406 16.469170 21.077561 23.853034 32.039966 32.549433 44.723983 52.968418
1.1 10.598496 16.202950 19.970543 23.413210 30.699230 31.487860 43.837870 51.930730
1.2 9.825749 15.972738 19.027075 23.058960 29.427458 30.485226 43.365717 51.809072
1.3 9.089186 15.770881 18.224969 22.779755 28.232093 29.549277 42.377831 52.626614
1.4 8.385497 15.595059 17.543600 22.568795 27.111661 28.683397 41.246893 51.218044
1.5 7.712975 15.444863 16.966200 22.422310 26.065321 27.888374 39.756941 50.799005
1.6 7.068338 15.313288 16.477382 22.336433 25.090119 27.163148 38.158642 50.569074
1.7 6.447236 15.189226 16.064448 22.304461 24.189100 26.505938 37.785179 51.089487
1.8 5.843678 15.062272 15.715539 22.316157 23.370325 25.914161 36.254185 49.976667
1.9 5.251416 14.927724 15.423347 22.359082 22.648160 25.384718 35.575677 50.455798
2.0 4.661834 14.783354 15.180065 22.038586 22.420334 24.914462 34.584838 49.675339
