0.5 5.099544 7.558049 10.337417 10.778156 12.678871 13.469539 13.911220
0.6 6.062575 7.591420 10.613326 11.053786 13.074833 13.509799 13.509799
0.7 6.764547 7.493843 10.761444 11.011495 12.943668 13.165099 14.173829
0.8 7.194976 7.323665 10.759144 10.757434 12.890208 12.924635 14.608365
0.9 7.111665 7.402457 10.469593 10.678277 12.626062 12.855114 14.472452
1.0 6.876133 7.444018 10.185555 10.556711 12.318558 12.656833 14.242894 14.242894
1.1 6.629281 7.369762 9.868664 10.402950 11.907599 12.272890 13.998693 13.998693
1.2 6.377426 7.218604 9.424261 10.183499 11.348991 11.717254 13.740171 13.740171
1.3 6.123157 7.018112 8.782701 9.794626 10.768970 11.178327 13.468997 13.468997
1.4 5.870767 6.789095 7.947977 9.064460 10.425361 10.794593 13.188483 13.188483
1.5 5.620627 6.543410 7.011155 8.127480 10.275792 10.550333 12.901870 12.901870
1.6 5.375149 6.046434 6.290289 7.140889 10.210423 10.398742 12.613039 12.613039
1.7 5.134913 5.108368 6.034216 6.182157 10.169940 10.294587 12.324937 12.324937
1.8 4.233998 4.904354 5.300006 5.784337 10.047214 10.178048 11.715787 12.042477
1.9 3.410294 4.671279 4.490343 5.525798 9.705554 9.976184 11.166646 11.763397
2.0 2.632817 3.746936 4.440322 4.440322 5.265113 9.343636 9.824120 10.674899 11.175760
2.1 1.869736 3.032509 4.217452 4.217452 5.009961 8.525115 9.282210 10.720605 10.706817
2.2 1.089011 2.384238 4.002070 4.002070 4.758822 7.725838 8.542778 10.565318 10.766988
2.3 0.010776 1.795717 3.795353 3.795353 4.511991 7.012988 7.833839 10.467463 10.751070
