0.5 16.195932 18.207579 27.187958 27.902295 37.748649 37.970806 48.467225 50.312897
0.6 15.051527 17.498073 26.106254 26.458009 36.593044 36.684850 48.616659 49.067442
0.7 13.995434 16.898684 24.867985 25.161335 35.170951 35.588637 47.655629 48.973187
0.8 13.020831 16.394806 23.266965 24.349076 33.684266 34.452032 46.116150 49.732569
0.9 12.121691 15.975704 21.785189 23.662444 32.169485 33.306894 44.741869 49.831327
1.0 11.293144 15.629330 20.498509 23.091416 30.696593 32.183636 43.520508 50.203749
1.1 10.531955 15.338908 19.401591 22.624093 29.325621 31.103591 42.328332 50.414287
1.2 9.837163 15.090391 18.468731 22.247871 28.092191 30.079726 41.120301 51.837360
1.3 9.208169 14.873865 17.675980 21.951856 26.990347 29.119150 39.888022 50.940748
1.4 8.643726 14.688311 17.002610 21.728680 25.994691 28.224834 38.632339 50.377337
1.5 8.141468 14.531682 16.430212 21.573611 25.069230 27.397333 37.363741 49.864361
1.6 7.697746 14.397392 15.942748 21.481425 24.197136 26.635736 36.097336 49.335536
1.7 7.307567 14.275036 15.527120 21.444102 23.384283 25.938286 34.847042 48.846468
1.8 6.964086 14.155472 15.172449 21.450103 22.646086 25.302937 33.622397 48.663244
1.9 6.658958 14.032923 14.870957 21.485805 21.989476 24.727522 32.430128 48.886141
2.0 6.381617 13.901481 14.616064 21.404171 21.537412 24.209839 31.274482 48.094745
