0.5 16.293759 18.882988 27.933066 28.480275 38.100085 39.195714 49.304793 50.656543
0.6 15.200222 18.240942 26.926763 27.152808 37.105414 37.756666 49.330568 49.662080
0.7 14.182498 17.698233 25.633915 26.042961 36.060688 36.404937 47.958222 50.270331
0.8 13.231532 17.241485 24.057120 25.279721 34.961541 35.029968 46.489841 50.408364
0.9 12.338409 16.862830 22.569147 24.631781 33.632976 33.843705 46.347080 50.737199
1.0 11.493919 16.551078 21.264744 24.090671 32.255471 32.742160 44.922813 53.270087
1.1 10.691364 16.287242 20.146856 23.645552 30.918430 31.681814 44.057331 52.228704
1.2 9.926878 16.058505 19.191861 23.284495 29.648632 30.678255 43.591301 52.099661
1.3 9.198463 15.857277 18.378071 22.997069 28.453762 29.739734 42.605983 52.908429
1.4 8.502743 15.681590 17.685514 22.776589 27.332806 28.869989 41.471935 51.486309
1.5 7.838261 15.531064 17.097653 22.619593 26.284301 28.070106 39.977055 51.057869
1.6 7.202068 15.398784 16.599277 22.522761 25.305203 27.339449 38.372800 50.821990
1.7 6.590253 15.273578 16.177638 22.480020 24.398449 26.676525 37.989543 51.341070
1.8 5.997490 15.145081 15.821251 22.481638 23.572431 26.078972 36.451238 50.219435
1.9 5.418285 15.008643 15.522489 22.515423 22.841292 25.543831 35.764743 50.697095
2.0 4.845156 14.862386 15.273568 22.221353 22.568521 25.067961 34.766363 49.904105
