0.5 4.565666 6.902425 10.205218 10.573844 12.379632 13.676287 14.054530
0.6 5.572266 7.048032 10.519613 10.944603 13.195734 13.224053 13.615358
0.7 6.321821 7.028466 10.703289 10.996343 12.968095 13.242193 13.907685
0.8 6.793676 6.909400 10.730288 10.793742 12.886468 12.928299 14.366987
0.9 6.730803 7.034775 10.509768 10.656937 12.622148 12.769805 14.319709
1.0 6.518918 7.103697 10.210707 10.529425 12.260763 12.504401 14.092644
1.1 6.290695 7.052944 9.872488 10.366800 11.777428 12.027623 13.861260
1.2 6.056104 6.923446 9.398298 10.152027 11.124782 11.405388 13.622127
1.3 5.819957 6.744477 8.696193 9.744015 10.474082 10.863148 13.374471
1.4 5.586235 6.536751 7.800914 8.917216 10.154240 10.498210 13.118897
1.5 5.356547 6.312826 6.832928 7.927364 10.016912 10.267465 12.856964
1.6 5.131549 5.853675 6.080314 6.913028 9.950789 10.119673 12.591358
1.7 4.912769 4.912769 5.844608 5.942463 9.917115 10.018471 12.325330
1.8 4.049333 4.700631 5.051674 5.608591 9.849859 9.917999 11.760429 12.062093
1.9 3.266094 4.259785 4.495263 5.373840 9.642940 9.767903 11.151311 11.804558
2.0 2.558847 3.555253 4.297110 5.141318 9.423192 9.660032 10.605172 11.172716
2.1 1.887582 2.872810 4.106433 4.911410 8.766435 9.258070 10.545268 10.654483
2.2 1.286542 2.271397 3.926865 4.687939 8.048725 8.617635 10.467269 10.600572
2.3 0.755235 1.744342 3.753631 4.463979 7.398956 7.964362 10.374427 10.632382
2.4 0.291882 1.281041 3.586628 4.238311 6.797054 7.329290 10.290644 10.616914
