0.5 14.135375 15.979855 22.958884 24.614214 36.679849 36.752734 45.137502 48.369685
0.6 12.553046 15.285775 21.915077 22.979111 35.246734 35.493632 45.592527 47.934144
0.7 11.007181 14.707666 21.042224 21.382469 33.773199 34.276764 46.319144 47.157837
0.8 9.518269 14.228308 19.932101 20.327918 32.260574 33.035303 45.710101 46.585962
0.9 8.108051 13.840298 18.693491 19.758060 30.727521 31.801738 44.985834 47.158619
1.0 6.789065 13.539020 17.663858 19.317395 29.219351 30.607154 43.205279 50.197620
1.1 5.570273 13.284097 16.813469 18.990141 27.756251 29.470321 42.127972 49.336440
1.2 4.452058 13.082582 16.108379 18.761139 26.362515 28.405087 41.545719 49.322834
1.3 3.425526 12.923721 15.521093 18.617803 25.051578 27.416499 40.511050 50.216713
1.4 2.466864 12.792498 15.022887 18.550867 23.821799 26.506486 39.359496 48.934414
1.5 1.528195 12.693328 14.602063 18.553017 22.681302 25.674730 37.864016 48.577739
1.6 0.383307 12.615531 14.246219 18.615855 21.630686 24.917884 36.273873 48.380440
1.7 NaN 12.548948 13.948399 18.728130 20.675707 24.234555 35.855177 48.909475
1.8 NaN 12.478694 13.691702 18.875337 19.819684 23.621705 34.344302 47.842064
1.9 NaN 12.402860 13.477143 19.042683 19.082402 23.075087 33.624037 48.344458
2.0 NaN 12.308332 13.296047 18.475313 19.215750 22.590772 32.760225 47.617205
