0.5 16.133416 18.213020 27.159208 27.903770 37.747674 37.988504 48.476292 50.279056
0.6 14.982939 17.508229 26.081876 26.470448 36.604718 36.681572 48.596840 49.047412
0.7 13.922259 16.913266 24.892368 25.140886 35.177063 35.582661 47.654920 48.914371
0.8 12.945275 16.413330 23.303506 24.332089 33.685672 34.443340 46.116080 49.616078
0.9 12.046565 15.997761 21.833440 23.648460 32.167069 33.295765 44.722186 49.653472
1.0 11.221634 15.654406 20.557670 23.080014 30.691418 32.170530 43.479254 49.917822
1.1 10.467326 15.366426 19.470354 22.614894 29.318586 31.089035 42.272438 49.987917
1.2 9.782527 15.119666 18.545229 22.240517 28.084019 30.064247 41.057386 52.154983
1.3 9.166268 14.904509 17.758130 21.946001 26.981549 29.103242 39.824435 50.923044
1.4 8.616791 14.720035 17.088368 21.724003 25.986297 28.208952 38.572807 50.509663
1.5 8.131086 14.564538 16.517751 21.569852 25.063153 27.381896 37.311095 49.994809
1.6 7.704785 14.431765 16.030560 21.478406 24.196079 26.621120 36.052462 49.409692
1.7 7.332304 14.311739 15.614011 21.441717 23.391086 25.924799 34.809346 48.877002
1.8 7.006409 14.196035 15.257562 21.448302 22.663027 25.290803 33.591050 48.621281
1.9 6.718796 14.080232 14.953553 21.484580 22.018129 24.716870 32.404272 48.726285
2.0 6.459159 13.960883 14.695427 21.445878 21.536792 24.200716 31.253605 47.982820
