0.5 8.066107 8.508791 11.168932 11.436347 13.192834 14.332559 14.740055
0.6 8.547562 8.777228 11.704389 11.832365 13.725254 14.127273 14.200157
0.7 8.423496 9.280786 12.016197 12.110584 13.281511 13.710569 14.869463 
0.8 8.212179 9.555834 11.976015 12.224096 13.112249 13.302141 15.022818 
0.9 7.952647 9.638043 11.731629 12.207419 12.971523 13.089780 14.790653 
1.0 7.668261 9.575238 11.468902 12.103975 12.700137 13.041298 14.540641 
1.1 7.37237  9.41151  11.22389  11.93943  12.46584  12.91815  14.27217 
1.2 7.072584 9.182454 10.963569 11.713567 12.254990 12.710259 13.988725 
1.3 6.773310 8.914032 10.630118 11.397532 12.079496 12.417737 13.694918 
1.4 6.477767 8.624239 10.170895 10.960623 11.964182 12.092037 13.395634 
1.5 6.188088 8.324626 9.583480 10.412485 11.820634 11.915862 13.095327 
1.6 5.905874 8.022832 8.921196 9.795683 11.628697 11.923055 12.797976 
1.7 5.632313 7.724074 8.245023 9.156805 11.490608 11.965933 12.507147 
1.8 5.368038 7.431534 7.594115 8.527824 11.374499 12.006370 12.225429 
1.9 5.113374 6.987696 7.147104 7.924682 11.248019 11.886151 11.954654 
2.0 4.868481 6.432741 6.871813 7.356189 11.165382 11.152267 11.696059 
2.1 4.633484 5.927269 6.605994 6.823969 10.277301 10.942718 11.137105 11.450463
2.2 4.409285 5.473496 6.349915 6.324662 9.505561 10.154420 11.006870 11.218902
2.3 4.195224 5.068755 5.855761 6.103261 8.825667 9.437266 10.897826 11.001119
2.4 3.991670 4.707510 5.409407 5.865874 8.215059 8.791343 10.781567 10.797477
2.5 3.799409 4.379167 4.978808 5.637705 7.668594 8.207010 10.608501 
2.6 3.621011 4.056545 4.547959 5.418900 7.174238 7.674351 10.435793 
2.7 3.457562 3.668275 4.088203 5.209402 6.721160 7.188864 10.280175 
2.8 2.967703 3.310828 3.517690 5.009477 6.285624 6.748335 10.143047
2.9 2.399466 3.182673 5.842060 4.819621 6.360746 10.026053
3.0 5.416089 3.074019 4.640662 6.090529 9.930477 
