0.5 4.761666 7.025095 10.293289 10.615911 12.445686 13.692420 14.076755
0.6 5.739142 7.158289 10.606773 10.997193 13.204924 13.286787 13.636892
0.7 6.468072 7.129844 10.789743 11.059570 12.969315 13.264216 13.967444
0.8 6.926220 7.004716 10.815582 10.861071 12.886208 12.953073 14.424261
0.9 6.822076 7.158993 10.578075 10.741085 12.652485 12.772536 14.355184
1.0 6.607487 7.223802 10.280189 10.613530 12.300009 12.514550 14.129278 
1.1 6.377294 7.172073 9.944285 10.453189 11.828760 12.052214 13.898789 
1.2 6.141063 7.043866 9.475352 10.247729 11.186444 11.447889 13.660342
1.3 5.903466 6.867845 8.783187 9.865769 10.530705 10.918547 13.413189 
1.4 5.668466 6.664554 7.902108 9.054293 10.215859 10.560691 13.157970 
1.5 5.437766 6.446690 6.949412 8.075673 10.086069 10.333965 12.896287 
1.6 5.212162 5.986864 6.222152 7.075074 10.026200 10.188967 12.630868 
1.7 4.993265 5.065656 5.996750 6.118655 9.999079 10.089839 12.364994 
1.8 4.214996 4.781566 5.240787 5.773777 9.940484 9.991137 11.831401 12.101900
1.9 3.446168 4.460097 4.577231 5.555228 9.745507 9.843316 11.229268 11.844504
2.0 2.752585 3.765490 4.380697 5.342558 9.545974 9.737690 10.682570 11.224884
2.1 2.096989 3.094242 4.192171 5.136666 8.915876 9.340164 10.622144 10.709801
2.2 1.511715 2.502589 4.015158 4.941898 8.226572 8.707989 10.525544 10.682348
2.3 0.995960 1.984000 3.844828 4.752257 7.614095 8.065979 10.435370 10.720335
2.4 0.545177 1.528148 3.680876 4.567464 7.063125 7.446411 10.356099 10.713326
