0.5
14.033302           13.958978
16.059091           15.988203
22.666914           22.601413
22.666914           22.601413
24.524969           24.473699
36.259576           36.223402
36.768469           36.767049
36.768469           36.767049
45.664440           45.664540
48.610060           48.670104
0.6
12.405935           12.315363
15.321348           15.245700
21.595102           21.528414
21.595102           21.528414
22.898875           22.840039
34.875873           34.850060
35.590792           35.593697
35.590792           35.593697
45.915454           45.948370
48.076954           48.138676
0.7
10.833925           10.724511
14.705644           14.625189
20.701658           20.634272
20.701658           20.634272
21.334253           21.268565
33.409626           33.390968
34.397901           34.405202
34.397901           34.405202
46.411678           46.486160
47.136984           47.186966
0.8
 9.338130            9.207922
14.198864           14.113717
19.921230           19.849950
19.971283           19.903694
19.971283           19.903694
31.861413           31.846485
33.185143           33.196378
33.185143           33.196378
45.544135           45.600099
47.326861           47.664419
0.9
 7.937287            7.785133
13.783221           13.693137
18.708779           18.632981
19.391591           19.324318
19.391591           19.324318
30.290403           30.276080
31.982323           31.996832
31.982323           31.996832
43.873712           43.958608
47.589172           47.755777
1.0
 6.645214            6.470741
13.451064           13.356144
17.701366           17.621477
18.945036           18.878469
18.945036           18.878469
28.765069           28.748345
30.816007           30.833080
30.816007           30.833080
42.443037           42.558354
48.122544           48.373293
1.1
 5.469406            5.272796
13.185869           13.086181
16.863271           16.779214
18.615814           18.550284
18.615814           18.550284
27.346125           27.324454
29.704198           29.723130
29.704198           29.723130
41.154032           41.294795
48.491824           48.870208
1.2
 4.413355            4.195351
12.978555           12.874579
16.163286           16.075036
18.388163           18.323940
18.388163           18.323940
26.071435           26.042780
28.657056           28.677190
28.657056           28.677190
39.913216           40.073775
50.067713           49.290434
1.3
 3.474337            3.235940
12.809251           12.700562
15.573810           15.481307
18.249315           18.186673
18.249315           18.186673
24.934932           24.897391
27.679844           27.700606
27.679844           27.700606
38.677286           38.852586
49.322645           49.366652
1.4
 2.646504            2.388844
12.681666           12.568233
15.073898           14.977077
18.189887           18.129102
18.189887           18.129102
23.914818           23.866121
26.773991           26.794905
26.773991           26.794905
37.428093           37.613825
48.891319           46.901137
1.5
 1.922761            1.647127
12.590986           12.472382
14.647424           14.546208
18.202404           18.143744
18.202404           18.143744
22.977410           22.914469
25.939105           25.959785
25.939105           25.959785
36.167972           36.360711
48.483899           48.347762
1.6
 1.295638            1.003816
12.531213           12.406681
14.281892           14.176134
18.277815           18.221557
18.277815           18.221557
22.110222           22.029497
25.173283           25.193423
25.173283           25.193423
34.908517           35.105911
48.033278           48.045415
1.7
 0.756315            0.451883
12.493338           12.361724
13.968635           13.858142
18.405139           18.351602
18.405139           18.351602
21.319361           21.217451
24.473776           24.493140
24.473776           24.493140
33.662251           33.862781
47.603759           47.687221
1.8
 0.271683           -0.042832
12.470178           12.329733
13.698233           13.582477
18.569569           18.519144
18.569569           18.519144
20.618637           20.492931
23.838023           23.856453
23.838023           23.856453
32.440357           32.642580
47.470164           47.651192
1.9
gg
